matematicas,lectura_critica,ciencias_naturales,sociales_ciudadanas,ingles,dimension_1_logico_matematico,dimension_2_comprension_comunicacion,dimension_3_pensamiento_cientifico,dimension_4_analisis_social_humanistico,dimension_5_creatividad_innovacion,dimension_6_liderazgo_trabajo_equipo,dimension_7_pensamiento_critico,dimension_8_adaptabilidad_aprendizaje,area_conocimiento
270.0,384.1,231.9,394.4,286.8,2.2,4.2,1.2,3.9,2.8,3.7,4.6,4.2,18
272.3,275.6,316.2,279.6,260.7,3.2,2.7,2.9,3.1,3.0,3.2,2.4,2.8,7
352.7,219.2,245.7,202.5,240.4,4.9,3.0,1.6,1.3,1.3,4.1,4.4,2.7,2
292.1,226.4,259.5,250.6,272.4,2.6,3.0,2.9,2.3,2.9,2.6,2.3,3.2,7
350.9,342.9,228.5,199.8,244.9,4.9,2.8,3.6,2.5,1.8,3.5,3.3,4.1,11
253.4,367.6,228.7,291.5,275.3,2.4,4.6,1.4,3.6,1.0,3.9,2.5,2.5,19
353.1,231.2,280.0,392.6,223.9,3.8,2.5,2.0,3.4,2.4,4.0,4.4,4.5,1
209.4,355.7,239.6,350.6,248.9,1.3,4.4,1.2,4.2,4.4,3.0,2.6,4.0,17
257.6,375.0,191.3,410.7,259.6,3.5,4.0,1.4,4.5,1.0,4.9,2.7,2.6,19
236.3,372.9,227.4,383.5,267.6,1.0,3.5,1.7,4.2,4.7,2.5,3.3,4.2,17
202.1,366.7,156.8,356.4,292.5,1.3,4.5,1.9,4.1,2.5,3.5,3.0,4.2,16
395.7,164.3,403.0,380.2,277.5,4.5,3.5,3.6,4.0,2.8,2.4,3.1,3.8,11
208.0,407.2,170.5,399.2,185.8,1.1,2.9,2.5,4.0,3.0,4.4,2.2,4.4,16
150.0,347.5,167.0,208.2,161.7,1.4,3.8,1.1,2.7,3.7,3.3,4.2,2.5,20
319.1,350.9,393.9,397.6,289.1,3.7,2.9,1.5,3.5,2.8,4.5,2.3,3.9,16
191.3,351.5,236.8,326.3,309.5,1.0,4.5,1.3,3.8,3.8,2.3,4.0,2.9,22
382.3,242.4,216.6,396.4,267.9,4.4,2.2,1.9,3.1,1.6,4.5,3.8,4.2,1
401.5,265.6,296.4,206.6,294.5,4.4,2.4,4.3,1.5,1.0,3.0,2.8,4.1,27
468.2,207.2,241.3,224.6,240.0,3.9,2.1,2.3,1.6,1.1,5.0,4.5,2.2,30
201.6,409.0,161.7,218.6,236.2,2.2,4.0,2.0,2.0,3.9,2.1,4.8,3.4,22
306.4,341.8,196.5,304.5,203.5,2.5,2.8,3.6,2.7,2.5,3.0,3.3,3.1,5
306.0,265.2,155.4,391.9,222.8,4.5,2.5,1.7,3.2,1.8,4.2,4.2,4.2,1
415.0,258.2,406.5,207.6,236.5,3.9,2.4,4.6,1.0,1.9,3.1,3.3,3.8,23
314.0,248.6,235.9,321.5,308.6,3.8,3.3,1.5,3.2,1.8,3.7,3.9,4.6,1
300.8,406.5,305.8,271.1,307.7,3.2,4.4,1.0,1.9,2.7,4.4,4.2,2.3,29
375.3,333.0,373.3,193.8,302.9,3.9,2.4,5.0,1.0,1.7,2.1,3.7,3.3,15
226.8,262.9,281.6,259.8,257.4,2.8,2.3,2.1,2.6,2.5,2.5,2.9,2.9,7
264.9,358.6,379.7,283.8,277.9,1.4,4.1,3.5,2.8,2.0,4.2,2.6,4.3,13
391.9,281.8,370.8,215.6,233.3,5.0,2.6,4.9,1.6,1.0,2.6,3.8,2.8,15
342.2,319.1,282.7,233.3,280.8,3.5,3.1,3.9,1.5,2.1,2.8,2.7,4.1,27
210.8,326.7,167.6,317.1,238.1,2.5,4.2,1.6,4.0,1.0,4.6,3.1,3.4,19
232.7,382.1,234.9,290.2,272.0,1.1,4.4,1.0,2.3,4.8,2.3,4.0,2.7,22
478.9,209.2,190.7,370.0,213.0,4.5,2.8,1.9,2.3,2.3,4.2,4.5,3.9,1
238.0,348.5,185.4,277.4,265.2,2.6,4.4,2.2,1.5,2.9,4.1,3.1,2.9,29
336.0,310.5,170.0,341.5,284.4,4.6,2.4,1.4,2.5,1.5,4.0,4.4,4.1,1
280.3,366.9,223.1,236.0,267.9,3.9,4.2,2.3,1.8,1.9,4.3,4.3,2.5,29
294.7,392.0,271.6,191.8,296.2,1.7,3.6,1.7,3.1,4.8,2.4,4.0,2.7,20
285.1,251.9,342.5,293.3,206.5,1.0,2.4,4.0,3.7,1.0,2.6,3.7,3.2,24
357.1,266.7,380.8,240.5,233.6,3.5,3.7,3.9,1.0,1.9,3.1,4.4,3.3,10
367.4,298.1,208.3,184.4,222.5,3.9,3.1,2.1,1.8,1.0,4.1,4.2,3.3,2
259.5,334.0,232.0,342.4,328.2,1.5,4.4,1.7,4.5,4.3,3.1,2.2,4.9,17
233.8,338.5,189.4,298.0,196.9,1.5,4.4,1.6,1.8,4.0,2.4,2.9,2.4,21
371.0,268.7,400.8,218.0,236.5,4.4,2.1,3.7,1.7,1.7,2.9,4.2,2.8,15
197.0,385.9,252.7,346.5,279.4,1.2,3.9,1.3,4.9,3.2,4.2,2.0,4.7,16
440.6,218.7,261.3,306.9,281.7,4.2,2.9,3.1,1.0,1.6,5.0,4.3,4.2,11
274.2,426.6,240.3,362.9,285.8,1.8,4.0,2.0,2.9,4.6,4.3,2.3,3.8,21
343.3,312.6,308.6,291.7,301.9,2.1,4.0,1.3,3.8,3.4,3.7,3.4,3.7,18
213.7,356.7,224.0,363.3,204.9,1.0,2.6,2.4,4.0,4.0,1.9,2.8,3.8,17
202.5,320.6,198.1,420.5,253.0,1.0,4.9,1.1,4.9,5.0,2.6,3.0,4.7,17
387.6,241.7,394.5,253.5,186.3,4.1,2.5,3.7,1.0,1.6,1.6,3.3,3.5,8
364.3,190.9,331.9,299.3,239.4,3.8,2.6,3.9,1.3,1.0,2.5,1.8,4.1,23
237.0,184.6,246.7,306.0,266.3,3.2,3.1,2.6,3.0,2.2,2.6,3.2,2.8,7
221.8,339.3,203.8,278.5,235.1,1.0,4.6,2.0,3.0,4.2,2.7,2.3,1.5,21
224.1,440.7,422.8,350.8,291.6,1.4,4.9,4.5,4.2,1.2,2.9,2.6,4.5,14
217.5,313.7,170.7,352.1,253.9,1.9,4.1,1.2,4.8,1.0,4.4,2.6,2.8,19
175.4,238.5,425.8,331.6,289.7,1.1,2.3,4.0,3.9,2.1,1.8,4.6,3.8,24
197.1,375.0,230.2,324.7,270.1,1.0,4.4,1.1,4.5,3.0,2.4,4.2,4.7,18
330.6,361.1,195.0,411.6,243.9,2.5,4.2,1.1,3.8,1.9,4.4,3.1,2.6,19
253.7,289.1,274.0,215.9,236.2,3.1,3.0,3.3,3.0,3.3,2.6,2.7,3.0,3
352.4,211.7,402.5,223.0,162.7,4.1,3.1,3.8,2.0,1.2,3.8,3.9,3.0,9
192.5,243.8,349.5,362.6,261.5,2.2,2.7,2.6,4.0,1.2,3.2,4.8,3.6,24
244.7,237.9,236.1,215.8,326.0,2.7,3.5,2.9,2.9,3.4,2.9,2.8,2.1,3
388.7,234.2,205.9,300.1,257.6,3.8,2.7,1.5,2.6,2.0,3.9,2.4,3.7,25
379.8,251.9,239.9,259.9,211.4,4.0,3.3,3.0,2.2,2.1,3.4,4.6,3.8,11
338.9,250.3,356.4,219.4,217.9,4.4,2.7,4.5,1.4,1.1,3.2,4.2,4.2,8
377.9,261.2,411.3,225.4,251.7,4.9,2.2,4.5,1.0,1.5,3.1,4.2,2.1,12
150.0,337.7,227.1,235.9,402.0,1.6,4.2,1.6,4.1,1.0,3.0,2.9,3.0,28
310.9,288.2,241.7,277.9,317.9,2.7,2.5,3.5,3.1,2.5,2.7,3.0,3.4,6
218.2,342.6,348.4,313.8,228.3,1.7,4.1,4.3,2.6,1.6,4.3,2.6,4.0,13
179.7,362.1,361.5,331.9,251.3,1.7,3.6,3.4,3.4,1.6,3.1,2.5,3.8,14
300.6,243.6,265.7,202.4,232.1,4.5,2.3,2.7,1.3,1.8,4.2,4.7,2.8,30
251.9,378.2,185.8,404.6,234.6,3.6,5.0,1.6,4.1,1.4,4.3,2.5,2.9,19
360.7,255.5,380.3,231.2,243.0,4.5,3.1,4.0,2.3,1.1,2.6,4.5,2.9,10
222.9,377.9,392.8,294.3,186.6,2.7,4.7,4.4,3.6,1.2,2.9,2.4,4.6,14
415.7,289.5,369.6,253.2,328.2,4.0,2.6,3.7,1.7,1.6,2.4,3.8,2.3,10
178.2,309.8,215.4,228.3,275.1,1.5,3.6,1.0,2.6,4.6,2.8,4.4,3.5,20
387.2,292.3,190.1,365.0,313.1,4.3,2.5,1.3,3.0,1.0,4.0,2.7,4.2,25
234.4,414.4,277.9,247.9,234.4,1.2,3.8,2.3,2.1,3.9,3.1,2.4,2.6,21
401.0,257.7,241.9,344.3,282.5,4.7,3.2,1.4,3.0,1.6,3.8,4.4,3.6,1
236.8,240.4,350.5,381.8,311.4,1.5,2.2,4.1,4.5,1.8,2.4,3.6,4.5,24
283.1,200.5,307.9,252.1,269.9,3.0,1.9,3.1,3.1,2.0,2.6,2.5,2.7,5
230.3,486.0,249.1,384.5,258.3,1.3,4.5,1.2,4.5,3.0,4.4,2.4,3.8,16
172.1,394.2,260.8,231.8,302.8,1.5,4.2,2.1,2.6,3.8,2.5,3.8,1.9,22
238.9,383.8,196.7,291.3,239.7,1.5,4.4,2.0,2.7,3.9,2.9,4.5,2.6,20
399.8,255.0,198.5,197.5,255.3,4.3,1.6,2.2,1.0,1.0,4.3,3.9,4.5,11
240.4,379.2,206.7,388.2,201.1,1.0,4.0,1.6,3.2,2.6,2.6,3.7,4.4,18
371.5,432.0,213.7,314.1,219.2,4.0,4.6,1.9,2.9,4.0,3.8,3.9,3.0,25
186.4,442.4,192.8,270.2,307.5,1.1,4.7,1.3,2.1,4.8,2.5,3.9,2.8,20
335.5,281.4,234.4,341.2,270.5,3.8,2.9,1.9,3.1,2.3,3.8,3.0,3.7,25
414.9,376.6,274.2,255.7,331.2,4.5,4.1,4.1,2.2,4.7,2.2,2.9,2.8,20
392.4,420.8,291.9,383.4,206.2,1.8,2.5,2.3,1.9,2.3,3.8,4.3,4.4,16
371.1,185.3,223.5,319.6,277.1,4.2,2.6,3.0,1.2,1.0,4.2,4.0,4.2,11
315.9,381.2,204.8,277.6,235.7,1.1,4.4,2.4,2.5,4.6,3.0,2.9,2.6,21
356.3,277.0,207.2,213.8,288.4,4.1,2.1,1.0,1.8,1.0,4.3,4.6,2.1,2
360.9,246.6,358.8,273.3,310.3,4.9,3.5,4.3,1.7,1.8,2.9,4.6,4.3,8
399.8,208.8,192.7,229.5,228.3,3.8,2.8,1.0,2.5,1.1,4.0,2.2,4.3,25
353.9,273.7,396.1,171.5,238.9,4.7,3.2,4.2,1.2,1.5,3.2,4.1,2.9,9
324.3,275.3,323.6,225.9,325.6,4.5,2.9,4.2,1.6,1.9,2.8,4.4,3.2,10
216.7,357.7,356.3,279.4,286.5,1.0,3.6,3.4,2.0,1.7,3.6,2.9,4.6,13
232.3,253.6,360.8,424.5,239.8,1.2,2.7,4.4,3.9,1.4,2.2,3.9,4.2,24
201.3,255.8,228.6,353.8,214.1,2.4,3.2,2.4,2.1,2.2,2.6,2.8,2.5,6
284.9,355.7,203.5,395.3,288.6,2.8,4.2,1.2,4.6,1.3,4.4,2.0,2.6,19
300.5,420.5,189.9,328.3,268.4,2.4,4.6,1.8,3.5,1.5,4.0,3.4,3.6,19
178.4,402.8,231.7,342.5,298.4,1.2,3.8,1.2,3.8,4.1,2.6,2.5,4.0,17
313.5,273.0,303.8,197.7,278.4,3.3,2.5,2.4,2.2,2.0,3.5,3.4,2.9,30
187.0,294.5,348.4,406.6,268.0,1.3,2.9,3.9,4.6,2.1,2.3,3.8,3.9,24
255.7,383.9,392.6,271.8,235.0,1.2,3.4,3.8,2.4,1.4,4.4,2.9,4.3,13
215.9,317.1,264.2,245.1,249.7,3.6,3.0,2.7,3.4,2.5,2.8,2.6,3.5,4
423.3,212.7,359.5,270.6,306.9,4.4,2.8,4.3,1.0,1.4,3.3,5.0,2.3,15
248.2,254.6,232.3,213.3,237.6,2.7,3.1,1.8,2.4,2.6,1.7,2.9,3.1,7
337.0,232.6,306.5,277.4,207.3,4.4,2.8,4.7,1.2,1.2,2.6,4.4,2.8,10
343.9,229.8,208.5,262.9,249.3,4.0,2.6,3.9,1.7,1.0,4.1,4.2,4.6,11
196.8,413.3,203.9,246.7,276.9,2.1,3.8,1.2,3.3,4.0,3.4,4.3,2.6,20
304.0,287.0,420.0,189.3,219.3,3.2,2.4,4.3,1.8,1.8,2.7,1.9,5.0,23
236.2,403.4,346.3,326.0,298.0,1.5,4.1,4.1,4.3,1.9,2.0,2.5,4.0,14
399.0,275.8,240.2,251.1,217.6,4.1,3.6,1.1,2.9,1.4,4.0,2.3,4.4,25
232.6,410.0,186.3,241.2,242.9,2.0,3.5,1.9,2.9,4.0,2.6,3.8,3.3,20
415.0,234.1,201.9,214.0,174.1,3.4,2.6,1.0,2.1,1.5,3.1,3.9,2.7,2
203.2,435.3,372.9,268.5,177.0,1.3,4.3,3.7,2.4,1.0,4.0,3.5,4.1,13
386.8,275.4,357.0,165.7,220.4,3.9,3.3,4.5,2.0,2.4,3.2,4.1,3.1,12
213.7,311.1,150.0,223.7,232.9,2.0,4.2,1.3,2.2,3.7,3.2,2.5,3.6,21
256.0,419.6,455.7,280.6,322.9,1.7,4.4,2.6,2.4,4.0,3.8,2.8,4.9,14
331.4,250.2,299.3,183.7,287.3,4.7,2.6,3.9,1.2,1.4,2.1,4.1,2.5,15
420.6,339.3,354.7,241.8,327.0,4.2,4.4,1.7,1.4,5.0,2.9,4.7,3.5,9
220.5,221.9,285.1,289.2,289.7,2.0,2.4,3.4,2.5,2.5,2.6,2.3,2.6,3
317.8,224.9,212.2,282.4,235.3,3.5,3.2,1.0,1.8,1.0,4.3,2.6,3.9,25
203.2,252.3,337.4,393.4,259.2,1.5,2.0,4.6,5.0,1.2,2.1,4.4,4.1,24
336.5,321.5,220.2,340.8,261.0,2.9,5.0,1.0,4.3,1.1,3.3,3.4,2.7,19
278.9,370.8,221.9,339.5,248.6,3.0,4.2,1.1,4.6,1.7,4.1,3.7,3.3,19
210.5,362.6,256.4,296.4,303.0,2.7,4.8,1.6,2.8,4.0,5.0,2.8,3.1,29
171.7,367.8,332.8,317.3,290.8,1.4,4.3,4.6,4.6,1.5,3.6,2.5,4.3,14
202.7,379.1,177.3,220.7,277.2,1.0,4.0,1.0,3.0,4.5,2.9,3.0,3.1,21
247.0,397.7,352.7,266.0,239.1,1.3,4.4,3.9,2.1,1.4,4.5,2.8,3.9,13
186.5,351.7,419.0,372.5,219.7,2.3,3.9,3.8,4.3,2.5,3.2,2.8,4.3,14
239.2,321.8,231.9,326.4,222.9,1.9,4.0,1.3,3.2,1.8,3.1,4.5,4.4,18
221.0,256.0,222.0,268.3,228.6,2.8,2.1,2.9,3.1,2.2,3.0,3.0,2.7,5
227.7,360.3,351.8,350.8,239.7,1.7,4.7,5.0,4.5,1.9,2.5,3.1,4.1,14
330.9,215.8,323.1,212.5,316.9,4.3,3.2,4.7,1.8,1.3,2.5,2.6,4.4,26
357.5,241.9,330.7,226.3,250.5,4.5,2.6,4.2,1.9,1.4,3.2,2.7,4.7,23
271.6,288.1,268.8,319.7,290.5,3.1,2.8,3.7,3.0,2.9,3.1,2.9,3.1,5
320.7,318.1,244.0,266.2,281.6,4.1,2.3,1.8,2.2,1.4,3.9,2.2,4.4,25
391.4,250.4,406.3,234.2,264.0,4.2,2.4,4.8,1.5,1.9,2.2,3.6,2.9,15
416.2,459.9,350.2,398.8,258.8,1.5,2.1,5.0,4.8,2.3,3.0,3.7,4.3,17
249.9,302.7,231.5,368.6,228.2,1.9,4.8,1.5,3.4,1.7,4.4,2.2,3.0,19
214.9,365.2,238.0,221.2,405.3,1.4,4.6,1.8,4.1,1.7,2.5,2.7,2.8,28
330.2,232.4,229.6,389.7,300.9,3.1,3.0,1.7,2.5,1.6,4.4,4.5,4.6,1
207.8,243.6,305.8,259.6,260.4,2.9,3.5,2.6,3.2,2.8,3.1,3.5,3.3,6
280.0,386.4,216.5,339.2,281.2,2.3,3.7,2.0,4.0,3.8,2.9,2.6,4.5,17
423.1,240.3,332.3,230.3,275.7,4.7,2.4,4.7,1.6,2.0,2.7,3.1,4.0,26
353.2,280.2,206.9,284.8,161.9,4.3,2.3,1.5,2.6,1.2,4.1,4.5,4.5,1
216.8,362.5,202.0,245.5,295.2,1.8,4.6,1.0,2.5,4.7,3.0,4.6,2.9,20
247.2,369.8,420.0,326.6,306.6,1.2,4.1,3.8,2.9,1.1,4.3,3.0,4.8,13
342.8,276.2,217.8,178.1,230.3,4.0,2.8,4.1,1.1,1.1,2.6,2.7,4.4,27
205.7,317.5,266.6,291.5,243.0,2.9,2.6,3.2,3.3,3.6,3.1,3.1,3.5,7
354.9,259.0,381.6,200.8,246.6,4.0,2.6,4.5,1.3,1.1,2.2,4.3,3.1,10
150.0,328.6,268.3,350.1,232.8,1.1,4.0,1.6,4.3,2.2,2.6,4.7,4.1,18
385.7,301.7,255.6,247.8,399.3,1.9,4.2,1.6,5.0,3.7,4.2,3.4,4.0,28
428.8,290.4,222.2,223.4,271.5,4.3,2.5,1.9,1.2,1.5,4.0,4.1,2.1,2
393.0,257.7,410.7,320.2,246.9,4.4,3.2,4.5,1.9,1.5,3.2,2.9,3.0,23
240.9,285.4,340.7,247.6,233.6,3.1,3.0,2.7,3.3,3.7,2.4,3.3,3.2,4
390.2,256.0,436.9,216.7,210.8,4.0,2.5,4.5,1.7,2.0,2.4,2.4,3.7,26
367.7,264.2,193.4,323.4,270.4,4.1,2.4,1.2,2.8,1.8,4.4,2.5,4.2,25
313.6,291.2,238.3,236.4,244.3,2.7,2.5,3.0,2.8,3.0,2.0,2.5,2.8,4
230.5,390.8,239.7,343.6,311.5,1.7,3.8,1.3,4.2,2.9,4.4,2.8,3.6,16
330.0,275.7,356.5,298.2,244.2,3.6,2.5,5.0,2.3,1.8,2.8,4.4,2.6,15
342.8,317.7,269.1,238.2,297.4,4.3,2.3,2.7,1.7,1.3,3.6,4.7,2.7,30
396.7,376.1,344.9,429.7,450.6,3.6,4.4,4.5,4.0,2.3,2.8,4.4,4.3,18
250.9,397.1,253.9,322.2,247.9,1.1,4.2,1.7,2.4,4.0,3.0,3.3,2.8,21
217.7,392.4,227.0,220.0,267.1,2.5,3.7,2.4,1.9,4.3,2.2,4.4,2.9,20
197.3,322.4,224.5,371.7,277.6,1.0,4.6,1.2,4.6,4.1,3.2,2.9,3.7,17
379.6,271.8,225.1,264.6,232.2,4.4,2.8,2.1,3.2,1.8,4.8,3.0,4.8,25
221.9,380.5,209.5,311.8,292.8,2.3,4.1,1.8,1.7,2.6,3.6,4.0,3.0,29
182.6,380.8,187.1,332.6,377.1,2.1,4.3,1.2,4.6,1.4,2.6,2.7,2.6,28
340.3,201.5,330.2,237.7,252.4,4.3,2.7,5.0,1.7,1.6,3.0,4.7,3.8,8
204.0,431.5,262.4,235.5,243.4,2.1,3.9,1.7,3.1,4.5,2.3,2.9,2.4,21
354.9,316.3,358.6,410.7,298.1,3.4,3.8,4.0,2.4,3.7,3.8,3.6,2.7,19
384.3,294.9,368.7,213.9,313.0,4.1,3.1,4.1,1.3,1.0,3.0,3.9,3.0,10
233.6,180.4,245.2,317.9,305.0,2.4,2.5,2.5,2.1,2.5,1.7,3.0,3.0,4
328.6,221.5,362.7,207.2,311.9,3.7,2.5,3.5,1.9,1.6,3.1,4.2,2.9,10
226.4,283.6,226.2,196.0,246.7,2.6,2.8,2.6,2.2,3.3,3.2,2.5,3.0,4
229.6,272.5,222.1,402.6,290.4,1.4,4.1,1.0,4.3,4.3,3.2,2.8,4.1,17
254.4,373.3,363.2,192.6,264.7,1.2,4.3,5.0,1.8,1.2,4.5,3.4,4.9,13
273.2,236.9,254.5,216.3,221.5,2.6,2.8,2.7,2.9,2.7,3.2,2.7,2.2,7
248.2,351.1,317.0,377.3,248.3,1.4,3.7,4.4,4.2,1.0,2.7,2.5,3.6,14
366.7,238.9,366.9,228.7,318.9,4.0,3.2,4.6,1.0,1.0,2.7,3.9,4.4,8
204.8,418.9,150.0,273.4,329.7,1.3,3.9,1.4,4.4,1.6,2.5,3.0,2.5,28
395.3,299.0,180.9,386.3,270.6,3.1,4.4,1.8,3.0,4.3,4.7,4.3,3.2,21
190.4,353.4,370.4,246.2,267.2,1.8,5.0,3.7,3.3,1.8,3.9,2.9,3.6,13
239.7,372.6,196.9,302.6,266.5,2.6,4.7,1.0,1.6,3.0,4.7,4.5,3.0,29
401.3,182.7,393.8,221.9,291.0,4.2,2.8,4.0,1.1,1.6,2.4,2.5,4.4,23
252.4,353.1,233.9,297.3,248.9,2.6,4.0,2.2,3.0,4.6,3.0,3.6,3.1,20
345.6,267.9,174.5,167.5,244.9,4.0,2.9,3.7,1.0,1.9,2.9,3.0,4.0,27
259.1,239.3,260.4,289.1,304.0,2.2,2.4,3.3,2.6,2.2,2.4,3.7,3.0,3
459.1,184.6,425.2,220.2,251.8,4.0,2.5,3.6,2.3,1.5,3.0,4.3,2.5,12
206.5,393.7,224.3,297.0,242.9,1.7,4.2,1.3,2.2,4.3,2.8,3.9,2.6,22
340.6,230.7,339.4,249.9,264.3,4.4,2.5,5.0,1.4,1.0,2.5,4.3,2.9,10
174.9,359.2,188.4,322.1,296.1,1.6,4.8,2.1,3.0,4.3,2.7,3.7,2.9,22
210.0,356.2,298.1,424.6,230.7,1.0,4.3,1.1,4.3,3.1,3.8,2.5,4.1,16
212.8,417.8,197.9,333.1,238.0,1.9,3.9,2.4,2.5,3.8,3.2,2.5,3.1,21
226.8,421.7,224.2,427.0,275.4,2.8,4.0,1.5,4.7,1.9,4.4,2.0,2.7,19
321.5,293.0,381.1,263.2,219.5,4.2,3.1,4.2,1.7,2.3,3.2,4.2,4.4,8
224.3,223.6,228.6,331.6,272.2,2.8,2.7,2.5,2.1,2.3,2.5,3.0,2.9,3
369.1,235.3,246.1,399.4,267.0,4.3,3.1,1.4,2.8,1.6,4.8,4.5,4.4,1
310.3,412.3,246.0,275.1,281.0,3.7,3.8,1.0,5.0,1.0,5.0,2.9,2.7,19
441.3,269.0,195.5,269.7,261.1,4.3,2.2,2.4,2.1,1.0,4.5,4.4,4.0,11
232.5,373.7,213.1,361.2,237.2,2.7,3.7,1.7,3.4,1.2,4.3,2.8,2.0,19
334.8,213.0,331.7,249.5,337.8,3.9,2.4,4.1,1.6,1.5,2.4,4.0,2.7,15
157.8,174.0,264.3,342.3,255.9,1.9,2.9,4.5,4.3,2.1,2.4,3.6,4.3,24
213.8,325.5,260.1,418.4,204.7,2.1,3.7,2.6,4.6,2.1,3.6,2.7,3.7,16
416.8,214.1,251.1,187.0,284.0,3.4,3.0,1.5,1.6,1.1,4.5,4.5,2.3,2
334.4,281.1,225.9,275.1,236.7,2.9,3.3,2.6,2.9,3.3,2.9,2.7,2.6,3
231.2,389.9,387.7,390.8,243.3,1.4,3.9,4.4,4.4,1.7,2.7,2.6,4.3,14
195.2,361.9,286.3,212.6,250.1,1.7,3.7,2.2,2.6,4.4,2.9,3.7,2.2,20
270.9,358.6,308.4,197.1,252.3,2.1,3.7,3.9,2.4,2.1,3.9,2.7,3.7,13
334.9,266.0,330.2,211.0,299.6,5.0,2.9,4.1,1.7,1.0,2.3,2.4,4.0,26
383.9,263.9,240.6,321.5,250.0,4.8,2.3,1.6,1.8,1.5,4.0,1.9,4.4,25
273.9,284.6,253.0,281.7,321.1,3.1,2.6,2.8,2.5,2.4,2.5,2.7,2.8,7
248.3,370.6,373.7,290.2,227.8,1.7,4.9,4.7,2.8,2.1,4.8,2.7,4.1,13
377.1,264.7,390.6,257.8,279.7,4.1,3.3,4.4,1.0,1.0,2.8,4.5,3.1,15
272.5,299.7,255.0,246.3,264.3,2.9,2.3,2.7,2.4,3.2,3.0,2.7,2.8,4
354.7,245.8,315.0,212.5,229.5,3.6,1.8,3.8,2.2,1.6,2.4,3.9,3.2,12
243.8,372.4,387.4,321.8,241.1,1.8,3.8,3.7,3.3,1.3,4.4,3.1,4.4,13
301.5,370.8,251.0,279.2,284.1,1.8,4.3,1.7,1.2,1.9,4.0,3.5,3.0,29
376.5,276.6,366.9,236.6,266.9,4.0,2.7,4.5,1.2,1.0,1.9,4.5,2.6,10
262.9,349.5,387.2,358.1,288.1,2.5,3.9,4.3,4.4,1.5,3.7,2.2,4.7,14
334.9,264.3,319.9,238.0,319.3,3.7,2.1,4.3,1.0,1.3,3.4,4.0,2.1,15
280.4,389.6,226.7,423.5,215.3,2.6,3.8,2.3,3.8,2.5,4.0,2.6,3.3,16
228.5,335.8,253.1,386.0,306.8,1.7,4.5,2.4,3.9,3.3,2.8,3.7,4.6,18
409.2,257.4,325.7,254.5,269.5,4.6,1.8,4.4,1.3,1.0,2.3,4.4,2.1,9
234.1,390.3,337.9,413.7,264.8,2.7,4.2,4.4,4.1,1.9,2.4,2.9,4.3,14
234.2,342.2,336.7,303.6,150.0,1.9,4.3,4.5,3.3,1.2,4.0,2.1,3.7,13
367.7,229.8,368.3,212.9,268.3,4.2,2.6,4.7,1.6,2.0,2.4,4.0,2.8,15
413.7,265.1,309.7,263.3,293.8,3.7,2.2,3.9,1.9,2.1,3.1,4.2,2.8,12
341.6,286.3,199.3,271.5,253.6,3.8,3.0,2.8,1.1,1.6,4.6,4.3,3.4,11
390.4,247.0,212.5,211.9,313.2,3.6,2.7,1.8,2.2,2.4,4.6,4.7,3.3,2
464.7,261.4,234.3,180.0,264.7,4.1,3.2,1.8,1.9,2.2,3.9,3.8,2.9,2
150.0,282.0,212.9,285.1,270.6,1.2,4.0,1.5,2.6,4.7,2.3,4.2,2.8,20
392.4,263.4,383.0,150.0,280.1,3.6,1.7,3.9,2.4,2.2,2.8,4.4,4.0,8
259.5,294.4,272.0,330.8,285.1,2.7,2.4,2.8,2.9,2.8,1.9,3.0,2.1,4
251.1,226.3,225.6,252.4,394.6,3.1,2.8,2.8,2.4,2.9,3.1,2.6,2.6,7
465.3,298.9,264.2,251.1,154.1,4.0,3.0,2.7,2.3,2.3,3.5,3.6,3.8,11
402.0,414.6,262.7,395.2,267.1,3.1,4.6,2.1,2.4,2.8,4.1,4.9,2.9,30
246.0,316.6,251.6,262.2,288.2,2.3,4.7,1.6,2.5,3.8,2.8,2.4,2.3,21
205.1,448.4,245.4,324.5,207.0,2.8,4.8,2.3,3.7,1.6,5.0,3.0,3.2,19
199.6,279.2,248.7,268.0,297.3,3.0,1.8,2.5,3.2,2.4,3.3,3.0,2.9,3
389.9,218.4,270.3,178.3,182.6,4.3,3.0,1.9,1.4,1.1,3.7,4.1,2.2,2
338.3,349.1,264.3,274.9,239.9,2.3,4.2,2.0,2.8,3.6,4.2,2.3,4.6,25
315.9,262.8,305.0,192.3,289.8,3.9,2.9,4.9,1.6,2.1,2.6,4.6,2.9,12
265.1,380.1,173.4,201.9,215.7,3.5,3.8,1.6,3.0,1.9,4.3,4.4,2.2,29
343.5,291.5,406.7,267.3,281.1,4.8,2.9,4.8,2.0,1.7,2.9,4.4,3.1,12
185.7,389.7,248.5,272.3,296.8,1.5,3.5,1.6,3.0,4.4,2.6,2.4,2.5,21
270.7,394.6,261.6,298.0,302.0,1.7,4.8,1.5,4.5,2.4,1.9,3.9,3.4,18
271.2,268.1,309.1,292.2,268.1,2.9,2.7,2.2,2.2,2.1,2.4,3.2,2.2,7
171.0,263.1,433.7,292.3,218.8,1.3,2.4,4.8,4.7,1.5,3.2,4.7,3.7,24
359.0,222.8,219.4,312.8,264.6,4.7,2.9,1.7,2.1,2.2,4.1,4.4,2.5,2
